empleado_id,edad,departamento,cargo,antiguedad,salario,horas_extra,satisfaccion,evaluacion,distancia_km,desercion,desercion_label,rango_antiguedad
EMP-1412,42,Operaciones,Coordinador,4,2713.0,1,2,4.0,6,1,Renunció,3-5 años
EMP-1413,39,Finanzas,Supervisor,15,1996.0,1,4,5.0,6,0,Se quedó,11+ años
EMP-1414,51,RRHH,Supervisor,2,6035.0,1,1,4.1,20,1,Renunció,0-2 años
EMP-1415,39,Marketing,Gerente,19,2529.0,0,1,2.5,21,1,Renunció,11+ años
EMP-1416,52,Operaciones,Coordinador,14,2677.0,1,4,4.9,2,0,Se quedó,11+ años
EMP-1417,53,TI,Analista,2,2700.0,0,3,4.0,26,0,Se quedó,0-2 años
EMP-1418,32,TI,Asistente,19,2919.0,0,4,2.2,31,0,Se quedó,11+ años
EMP-1419,46,RRHH,Coordinador,13,2131.0,0,4,4.0,26,0,Se quedó,11+ años
EMP-1420,54,Ventas,Coordinador,15,2633.0,1,3,4.6,56,1,Renunció,11+ años
EMP-1421,29,Ventas,Supervisor,16,3572.0,1,2,3.7,32,0,Se quedó,11+ años
EMP-1422,32,Marketing,Asistente,19,2102.0,0,2,3.1,10,0,Se quedó,11+ años
EMP-1423,43,Marketing,Gerente,17,2063.0,1,2,4.5,23,1,Renunció,11+ años
EMP-1424,45,Marketing,Coordinador,17,2171.0,1,3,4.3,58,0,Se quedó,11+ años
EMP-1425,38,Ventas,Gerente,13,1573.0,0,1,3.6,6,0,Se quedó,11+ años
EMP-1426,33,TI,Coordinador,17,1857.0,0,3,2.5,23,0,Se quedó,11+ años
EMP-1427,53,Ventas,Gerente,14,1827.0,1,4,2.8,28,0,Se quedó,11+ años
EMP-1428,36,Finanzas,Asistente,14,2440.0,0,3,4.2,49,0,Se quedó,11+ años
EMP-1429,37,Operaciones,Supervisor,5,3410.0,0,1,4.4,30,0,Se quedó,3-5 años
EMP-1430,43,Marketing,Asistente,14,4365.0,1,1,2.8,14,1,Renunció,11+ años
EMP-1431,49,TI,Analista,17,2497.0,1,4,3.1,37,1,Renunció,11+ años
EMP-1432,41,RRHH,Supervisor,3,2930.0,1,2,2.2,55,1,Renunció,3-5 años
EMP-1433,54,RRHH,Asistente,7,2690.0,1,1,4.1,32,1,Renunció,6-10 años
EMP-1434,31,Operaciones,Analista,14,1500.0,0,1,2.0,49,0,Se quedó,11+ años
EMP-1435,53,TI,Coordinador,2,1542.0,0,1,2.1,34,0,Se quedó,0-2 años
EMP-1436,54,Ventas,Coordinador,14,3309.0,1,4,2.0,41,1,Renunció,11+ años
EMP-1437,23,Ventas,Gerente,12,3441.0,0,1,3.9,44,1,Renunció,11+ años
EMP-1438,54,Finanzas,Supervisor,8,3409.0,1,2,3.3,51,1,Renunció,6-10 años
EMP-1439,54,Finanzas,Coordinador,1,2273.0,0,4,2.9,22,0,Se quedó,0-2 años
EMP-1440,34,Ventas,Supervisor,7,1500.0,0,2,4.7,31,0,Se quedó,6-10 años
EMP-1441,51,RRHH,Coordinador,19,1617.0,0,1,2.6,7,0,Se quedó,11+ años
EMP-1442,54,Marketing,Gerente,16,1720.0,1,1,3.2,41,0,Se quedó,11+ años
EMP-1443,34,RRHH,Asistente,12,3139.0,0,2,4.8,21,1,Renunció,11+ años
EMP-1444,47,Finanzas,Gerente,0,2116.0,0,4,3.3,16,1,Renunció,
EMP-1445,43,Operaciones,Analista,1,4799.0,0,4,3.7,20,0,Se quedó,0-2 años
EMP-1446,23,Ventas,Coordinador,14,4390.0,1,2,2.2,43,1,Renunció,11+ años
EMP-1447,47,Finanzas,Analista,11,4767.0,0,1,4.4,44,0,Se quedó,11+ años
EMP-1448,36,Finanzas,Analista,13,1692.0,0,3,3.3,47,0,Se quedó,11+ años
EMP-1449,55,Marketing,Supervisor,1,2970.0,0,2,4.4,50,0,Se quedó,0-2 años
EMP-1450,32,Ventas,Coordinador,17,2016.0,1,2,2.8,19,1,Renunció,11+ años
EMP-1451,24,Marketing,Analista,6,2783.0,0,2,3.3,48,1,Renunció,6-10 años
EMP-1452,27,Ventas,Asistente,5,1768.0,0,1,4.4,32,1,Renunció,3-5 años
EMP-1453,30,Marketing,Analista,13,3986.0,0,4,4.9,15,0,Se quedó,11+ años
EMP-1454,27,RRHH,Asistente,7,1782.0,0,1,2.2,5,0,Se quedó,6-10 años
EMP-1455,30,Operaciones,Supervisor,1,1500.0,1,2,4.4,11,1,Renunció,0-2 años
EMP-1456,52,Operaciones,Analista,16,5506.0,0,1,2.9,15,0,Se quedó,11+ años
EMP-1457,53,Ventas,Gerente,4,2913.0,1,1,3.7,29,0,Se quedó,3-5 años
EMP-1458,33,TI,Supervisor,13,1591.0,1,2,2.9,50,1,Renunció,11+ años
EMP-1459,29,Finanzas,Asistente,19,2287.0,0,1,3.8,45,0,Se quedó,11+ años
EMP-1460,29,Finanzas,Supervisor,2,1938.0,1,3,3.1,4,0,Se quedó,0-2 años
EMP-1461,49,Ventas,Analista,4,2446.0,1,1,3.0,49,0,Se quedó,3-5 años
EMP-1462,41,Marketing,Coordinador,15,3365.0,1,1,2.1,36,0,Se quedó,11+ años
EMP-1463,28,TI,Coordinador,17,3160.0,0,4,2.4,48,0,Se quedó,11+ años
EMP-1464,32,RRHH,Asistente,16,2701.0,0,4,4.8,23,0,Se quedó,11+ años
EMP-1465,41,Marketing,Asistente,10,2446.0,0,2,5.0,15,0,Se quedó,6-10 años
EMP-1466,37,Marketing,Coordinador,16,3757.0,1,2,4.3,46,1,Renunció,11+ años
EMP-1467,25,Ventas,Asistente,15,1500.0,0,4,2.9,44,1,Renunció,11+ años
EMP-1468,27,Ventas,Supervisor,1,1809.0,0,3,3.2,3,0,Se quedó,0-2 años
EMP-1469,43,Finanzas,Gerente,3,1650.0,0,1,4.2,32,0,Se quedó,3-5 años
EMP-1470,47,Ventas,Gerente,6,3650.0,0,3,4.9,10,0,Se quedó,6-10 años
EMP-1471,24,Ventas,Supervisor,1,1816.0,0,3,3.4,40,1,Renunció,0-2 años
EMP-1472,35,Ventas,Gerente,5,1500.0,0,4,4.5,38,0,Se quedó,3-5 años
EMP-1473,32,Finanzas,Analista,16,3040.0,0,2,4.9,22,0,Se quedó,11+ años
EMP-1474,39,RRHH,Supervisor,6,1697.0,1,1,4.6,14,1,Renunció,6-10 años
EMP-1475,33,RRHH,Asistente,4,2121.0,0,2,2.7,17,1,Renunció,3-5 años
EMP-1476,44,Ventas,Supervisor,4,6326.0,1,3,2.0,21,0,Se quedó,3-5 años
EMP-1477,33,Finanzas,Coordinador,19,3344.0,0,3,3.5,51,1,Renunció,11+ años
EMP-1478,34,RRHH,Asistente,15,2243.0,0,2,3.6,48,0,Se quedó,11+ años
EMP-1479,46,Marketing,Coordinador,18,2325.0,1,2,2.6,15,0,Se quedó,11+ años
EMP-1480,40,RRHH,Asistente,8,3509.0,1,4,2.9,58,0,Se quedó,6-10 años
EMP-1481,57,RRHH,Gerente,4,3182.0,0,2,4.3,15,0,Se quedó,3-5 años
EMP-1482,29,Finanzas,Supervisor,7,2516.0,1,2,3.4,1,0,Se quedó,6-10 años
EMP-1483,50,Marketing,Analista,8,2544.0,1,4,3.0,24,0,Se quedó,6-10 años
EMP-1484,53,Finanzas,Asistente,4,1500.0,1,2,3.9,55,1,Renunció,3-5 años
EMP-1485,39,Ventas,Asistente,9,1500.0,0,3,4.0,55,0,Se quedó,6-10 años
EMP-1486,27,Operaciones,Coordinador,1,2274.0,0,2,4.3,12,0,Se quedó,0-2 años
EMP-1487,39,RRHH,Gerente,8,1894.0,1,1,2.5,10,0,Se quedó,6-10 años
EMP-1488,40,Operaciones,Coordinador,10,3085.0,1,3,4.2,46,0,Se quedó,6-10 años
EMP-1489,43,Finanzas,Coordinador,3,2641.0,0,4,3.8,42,1,Renunció,3-5 años
EMP-1490,53,Finanzas,Gerente,1,1792.0,1,3,2.2,42,1,Renunció,0-2 años
EMP-1491,24,Finanzas,Analista,5,2605.0,0,4,4.3,52,1,Renunció,3-5 años
EMP-1492,49,Operaciones,Coordinador,13,2065.0,0,1,3.1,31,0,Se quedó,11+ años
EMP-1493,31,Finanzas,Coordinador,0,5578.0,0,1,3.0,11,1,Renunció,
EMP-1494,56,Ventas,Asistente,17,2848.0,1,3,3.3,54,1,Renunció,11+ años
EMP-1495,50,Finanzas,Gerente,6,1500.0,0,2,3.0,16,0,Se quedó,6-10 años
EMP-1496,36,TI,Supervisor,0,5055.0,1,3,3.0,9,0,Se quedó,
EMP-1497,54,Operaciones,Analista,0,1895.0,0,3,4.4,47,0,Se quedó,
EMP-1498,28,TI,Analista,0,1653.0,1,1,2.4,14,0,Se quedó,
EMP-1499,33,Finanzas,Gerente,3,5753.0,1,4,4.9,19,0,Se quedó,3-5 años
EMP-1500,51,Ventas,Asistente,3,2803.0,1,3,3.7,31,0,Se quedó,3-5 años
